"","nama","harga","seller","terjual","link","waktu.scrape"
"2462","Dougo Extra Virgin Olive Oil 1 Ltr","Rp159.000","Pandurasa Official Store","Terjual 107 Produk","https://www.tokopedia.com/pandurasastore/dougo-extra-virgin-olive-oil-1-ltr?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D45_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2463","Olive Oil Al Arobi","Rp15.000","Fadiyah Shop","Terjual 259 Produk","https://www.tokopedia.com/minyakangin/olive-oil-al-arobi?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2464","Bertolli Extra Light Olive Oil Minyak Zaitun 1 liter","Rp170.000","HouseHerbal","Terjual 76 Produk","https://www.tokopedia.com/househerbal/bertolli-extra-light-olive-oil-minyak-zaitun-1-liter?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2465","NIGELLA OLIVE OIL","Rp120.000","ZAITUN masia el altet","Terjual 11 Produk","https://www.tokopedia.com/zaitun-super/nigella-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2466","BERTOLLI CLASSICO OLIVE OIL (500ML)","Rp84.000","BestCMart","Terjual 125 Produk","https://www.tokopedia.com/bestcmart/bertolli-classico-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D49_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2467","Borges EVOO 250ml Extra Virgin Olive Oil Minyak Zaitun","Rp65.000","Jingga Daily","Terjual 87 Produk","https://www.tokopedia.com/harajingga/borges-evoo-250ml-extra-virgin-olive-oil-minyak-zaitun?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2468","Bertolli Classico Olive Oil 1 LTR / Minyak Zaitu Minyak Goreng Halal","Rp160.000","Food Republic","Terjual 133 Produk","https://www.tokopedia.com/foodrepublic/bertolli-classico-olive-oil-1-ltr-minyak-zaitu-minyak-goreng-halal?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D51_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2469","TERMURAH Bertoli Extra Light Olive Oil 3 Liter Minyak Bertolli 3 ltr","Rp410.000","NicoNicoShop","Terjual 118 Produk","https://www.tokopedia.com/niconicoshop/termurah-bertoli-extra-light-olive-oil-3-liter-minyak-bertolli-3-ltr?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2470","Borges Extra Virgin Olive Oil 125 ml - TANPA BUBBLE","Rp22.999","Mulia Shop","Terjual 278 Produk","https://www.tokopedia.com/muliashop/borges-extra-virgin-olive-oil-125-ml-tanpa-bubble?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D55_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2471","Bertolli Extra Light Olive Oil 3L / Minyak Zaitun","Rp410.000","W-jaya Store","Terjual 201 Produk","https://www.tokopedia.com/w-jayastore/bertolli-extra-light-olive-oil-3l-minyak-zaitun?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D56_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2472","MINYAK ZAITUN AFRA JAITUN AFRA 250ML EKTRA VIRGIN OLIVE OIL MURNI","Rp62.500","warung campuhan","Terjual 96 Produk","https://www.tokopedia.com/herbal24/minyak-zaitun-afra-jaitun-afra-250ml-ektra-virgin-olive-oil-murni?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D57_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2473","CO.E OLIVE OIL KEMIRI - KEMIRI OIL ( MINYAK KEMIRI )","Rp28.000","SYB OFFICIAL","Terjual 265 Produk","https://www.tokopedia.com/sybofficial/co-e-olive-oil-kemiri-kemiri-oil-minyak-kemiri?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D58_catid%3D2529_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2474","Borges Extra Virgin Olive Oil Minyak Zaitun [1 L]","Rp208.000","FingerLand","Terjual 134 Produk","https://www.tokopedia.com/finger-land/borges-extra-virgin-olive-oil-minyak-zaitun-1-l?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D59_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2475","bertoli extra virgin olive oil 500 ml","Rp92.000","Kurakushop","Terjual 91 Produk","https://www.tokopedia.com/kurakushop/bertoli-extra-virgin-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D60_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2476","Casa Di Oliva Kids, Extra Virgin Olive Oil, Zaitun utk Bayi dan Anak","Rp75.000","Rufda","Terjual 138 Produk","https://www.tokopedia.com/rufda/casa-di-oliva-kids-extra-virgin-olive-oil-zaitun-utk-bayi-dan-anak?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D5_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2477","Minyak Zaitun Al Afiat Extra Virgin Olive Oil 350 ML Zaitun Oil Murni","Rp54.100","Amanah Herbal Surabaya","Terjual 5 Produk","https://www.tokopedia.com/amanahherbalsby/minyak-zaitun-al-afiat-extra-virgin-olive-oil-350-ml-zaitun-oil-murni-1?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D9_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2478","Bertolli Classico Olive Oil - Minyak Zaitun Classico 250ml","Rp45.900","TheOnlineGrocer","Terjual 83 Produk","https://www.tokopedia.com/theonlinegrocer/bertolli-classico-olive-oil-minyak-zaitun-classico-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D10_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2479","Minyak Zaitun 250ml Palestine Rumman|Extra Virgin Olive Oil Palestina","Rp55.000","Ziyadah Herbal","Terjual 95 Produk","https://www.tokopedia.com/ziyadahherbal/minyak-zaitun-250ml-palestine-rumman-extra-virgin-olive-oil-palestina?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D11_catid%3D469_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2480","Minyak Zaitun Murni Al Afiat BPOM | Extra Virgin Olive Oil","Rp18.500","Sumber & Waras","Terjual 151 Produk","https://www.tokopedia.com/sumberwarassehat/minyak-zaitun-murni-al-afiat-bpom-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D12_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2481","BORGES Grapeseed Olive Oil Minyak Zaitun [500 mL]","Rp67.500","FingerLand","Terjual 180 Produk","https://www.tokopedia.com/finger-land/borges-grapeseed-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D13_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2482","Minyak zaitun pomace 5liter CESAR pomace olive oil","Rp370.000","baabsyareef","Terjual 134 Produk","https://www.tokopedia.com/baabsyareef/minyak-zaitun-pomace-5liter-cesar-pomace-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D14_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2483","CASA DI OLIVA EVOO FOR KIDS EXTRA VIRGIN OLIVE OIL 250 ml","Rp67.500","annabelle-shop","Terjual 196 Produk","https://www.tokopedia.com/annabelle-shop/casa-di-oliva-evoo-for-kids-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D15_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2484","Minyak Olive Oil Bertolli Extra Virgin 3 Liter","Rp440.000","SerbaSherbi","Terjual 174 Produk","https://www.tokopedia.com/tk-serbasherbi/minyak-olive-oil-bertolli-extra-virgin-3-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D16_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2485","Filippo Berio Extra Virgin Olive Oil (EVOO) 250ml/Minyak Zaitun","Rp54.500","Sukses Organic Shop","Terjual 97 Produk","https://www.tokopedia.com/suksesorganik/filippo-berio-extra-virgin-olive-oil-evoo-250ml-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2486","EVOO FOR KIDS (EXTRA VIRGIN OLIVE OIL)","Rp70.000","bumbuorganik","Terjual 71 Produk","https://www.tokopedia.com/bumbu-organik/evoo-for-kids-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D18_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2487","Extra Virgin Olive Oil 250ml","Rp53.000","Kebun Kita","Terjual 123 Produk","https://www.tokopedia.com/kebunkita/extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D19_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2488","MINYAK ZAITUN RS 500ML | EXTRA VIRGIN OLIVE OIL","Rp97.500","Mulus Herbal","Terjual 80 Produk","https://www.tokopedia.com/mulusherbal/minyak-zaitun-rs-500ml-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2489","Bertolli 100% Extra Light Tasting Olive Oil - 1 Liter","Rp175.000","House Of Organix","Terjual 108 Produk","https://www.tokopedia.com/houseoforganix/bertolli-100-extra-light-tasting-olive-oil-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D21_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2490","Bertolli Extra Light Olive Oil 250ml","Rp47.500","ceva","Terjual 67 Produk","https://www.tokopedia.com/cevaphilia/bertolli-extra-light-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2491","Bertolli Extra Virgin Olive Oil - 500 ml","Rp95.000","Genki Plant","Terjual 73 Produk","https://www.tokopedia.com/genkiplant/bertolli-extra-virgin-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D23_catid%3D1162_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2492","Minyak Zaitun Extra Virgin Olive Oil","Rp55.000","Andrie Gallery","Terjual 341 Produk","https://www.tokopedia.com/andriegallery/minyak-zaitun-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D24_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2493","Bertolli Extra Light Olive Oil 500ml - Minyak Zaitun","Rp88.900","TheOnlineGrocer","Terjual 130 Produk","https://www.tokopedia.com/theonlinegrocer/bertolli-extra-light-olive-oil-500ml-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D25_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2494","POMACE OLIVE OIL (1/2 liter)","Rp45.000","HEANSA KIMIA","Terjual 90 Produk","https://www.tokopedia.com/heansakimia/pomace-olive-oil-12-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D29_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2495","Minyak Zaitun Extra Virgin Olive Oil Al Ghuroba 1 Liter Alghuroba","Rp117.500","Edogawa experience","Terjual 107 Produk","https://www.tokopedia.com/edogawa1/minyak-zaitun-extra-virgin-olive-oil-al-ghuroba-1-liter-alghuroba?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D30_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2496","Minyak Zaitun le riche 300ml - leriche 300ml olive oil","Rp33.000","Lapak Al Mabruroh","Terjual 249 Produk","https://www.tokopedia.com/lapakalmabrur/minyak-zaitun-le-riche-300ml-leriche-300ml-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2497","Pomace Olive Oil / Minyak Zaitun Pomace (1 L)","Rp91.850","Cipta Kimia","Terjual 291 Produk","https://www.tokopedia.com/ciptakimia/pomace-olive-oil-minyak-zaitun-pomace-1-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2498","Cesar Pomace Olive Oil 5 Liter","Rp335.000","Herbal Gayatri","Terjual 186 Produk","https://www.tokopedia.com/herbal-gayatri/cesar-pomace-olive-oil-5-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2499","BERTOLLI EXTRA LIGHT OLIVE OIL 3L","Rp388.000","MOMOGO ID","Terjual 220 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-light-olive-oil-3l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2500","BERTOLLI EXTRA LIGHT OLIVE OIL 500ML (MINYAK ZAITUN EKSTRA LIGHT)","Rp82.500","PD LARIS","Terjual 180 Produk","https://www.tokopedia.com/pdlaris/bertolli-extra-light-olive-oil-500ml-minyak-zaitun-ekstra-light?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2501","Extra Virgin Olive Oil 500ml | Minyak Zaitun Murni | La Rambla EVOO - non bubble wrap","Rp102.000","Baby Koala","Terjual 94 Produk","https://www.tokopedia.com/babykoalajakarta/extra-virgin-olive-oil-500ml-minyak-zaitun-murni-la-rambla-evoo-non-bubble-wrap?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D41_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2502","MINYAK ZAITUN - EXTRA VIRGIN OLIVE OIL ""RS"" 500ml","Rp81.500","Distributor Herbal Jkt","Terjual 231 Produk","https://www.tokopedia.com/suplierherbal/minyak-zaitun-extra-virgin-olive-oil-rs-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D42_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2503","Bertolli Extra Virgin Olive Oil 250 ML | Minyak Zaitun Bertolli 250ML","Rp59.000","The Spices House","Terjual 107 Produk","https://www.tokopedia.com/thespiceshouse/bertolli-extra-virgin-olive-oil-250-ml-minyak-zaitun-bertolli-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2504","Borges Extra Light Olive Oil 250 ml","Rp52.650","FingerLand","Terjual 103 Produk","https://www.tokopedia.com/finger-land/borges-extra-light-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2505","Minyak Zaitun Al-Amir Ekstra Virgin Olive Oil 175 ML","Rp40.400","amanah kurma","Terjual 179 Produk","https://www.tokopedia.com/agenkurma/minyak-zaitun-al-amir-ekstra-virgin-olive-oil-175-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D45_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2506","Minyak Zaitun Olive Oil 1Liter Asli Tanpa Campuran","Rp99.000","herbalasli","Terjual 67 Produk","https://www.tokopedia.com/herbalasli-shop/minyak-zaitun-olive-oil-1liter-asli-tanpa-campuran?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2507","Minyak Zaitun Le Riche 300ml - Leriche 300ml Olive Oil","Rp31.500","Amanah Herbal Surabaya","Terjual 124 Produk","https://www.tokopedia.com/amanahherbalsby/minyak-zaitun-le-riche-300ml-leriche-300ml-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2508","Bertolli Extra Virgin Olive Oil 500ml - Minyak Zaitun","Rp89.900","TheOnlineGrocer","Terjual 70 Produk","https://www.tokopedia.com/theonlinegrocer/bertolli-extra-virgin-olive-oil-500ml-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D49_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2509","Minyak Bertolli Extra Virgin olive oil/ EVOO / 500ml","Rp85.000","secondition","Terjual 2 Produk","https://www.tokopedia.com/secondition/minyak-bertolli-extra-virgin-olive-oil-evoo-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2510","Minyak Zaitun Olive Oil 1liter","Rp99.000","herbalasli","Terjual 79 Produk","https://www.tokopedia.com/herbalasli-shop/minyak-zaitun-olive-oil-1liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2511","BORGES Pure Olive Oil Minyak Zaitun with Garlic [500 mL]","Rp94.500","FingerLand","Terjual 137 Produk","https://www.tokopedia.com/finger-land/borges-pure-olive-oil-minyak-zaitun-with-garlic-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D53_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2512","Minyak Zaitun Al Amir Extra Virgin Olive Oil 500 ml","Rp77.000","harga grosir 01","Terjual 78 Produk","https://www.tokopedia.com/tokohebalmurah/minyak-zaitun-al-amir-extra-virgin-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D54_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2513","BERTOLLI EXTRA LIGHT OLIVE OIL 2L","Rp276.000","MOMOGO ID","Terjual 115 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-light-olive-oil-2l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D55_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2514","MINYAK ZAITUN BORGES SYBARIS EXTRA VIRGIN OLIVE OIL 500 ML","Rp149.500","Ajyad Shop","Terjual 30 Produk","https://www.tokopedia.com/ajyadshop/minyak-zaitun-borges-sybaris-extra-virgin-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D56_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2515","Sambal Bawang Tradisional ""Primarasa"" lebih sehat dengan olive oil","Rp27.500","fre's shop","Terjual 325 Produk","https://www.tokopedia.com/fre-shop/sambal-bawang-tradisional-primarasa-lebih-sehat-dengan-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D4_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D58_catid%3D1165_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2516","Minyak kelapa VOC virgin coconut olive oil nahlussyifa 100 ml","Rp55.000","Surya Jaya Cemerlang","Terjual 828 Produk","https://www.tokopedia.com/suryajaya57/minyak-kelapa-voc-virgin-coconut-olive-oil-nahlussyifa-100-ml?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D1_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2517","Minyak Zaitun RS extra virgin olive oil 1liter","Rp137.500","Dehace Jakarta","Terjual 76 Produk","https://www.tokopedia.com/dehace/minyak-zaitun-rs-extra-virgin-olive-oil-1liter?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D3_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2518","Bertolli Classico Olive Oil 250 ML / Minyak Zaitun Minyak Goreng Halal","Rp44.000","Food Republic","Terjual 146 Produk","https://www.tokopedia.com/foodrepublic/bertolli-classico-olive-oil-250-ml-minyak-zaitun-minyak-goreng-halal?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D4_catid%3D1160_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2519","MINYAK ZAITUN EXTRA VIRGIN OLIVE OIL ORKIDE 500 ML","Rp100.000","almadini Herbal","Terjual 55 Produk","https://www.tokopedia.com/almadiniherbal/minyak-zaitun-extra-virgin-olive-oil-orkide-500-ml?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D6_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
"2520","Minyak Zaitun Extra Virgin Olive Oil | Zaitun Oil","Rp18.500","istanaherbalsby","Terjual 172 Produk","https://www.tokopedia.com/istana-herbalsby/minyak-zaitun-extra-virgin-olive-oil-zaitun-oil?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D7_catid%3D2289_bmexp%3D11&whid=0",2020-09-11 11:45:50
